year,id,PAR
2011,17001,0.662937276
2011,17003,0.334475913
2011,17005,0.076740472
2011,17007,0.457315231
2011,17009,0.1
2011,17011,4.158372981
2011,17013,3.376471698
2011,17015,0.1
2011,17017,3.373142089
2011,17019,0.183409607
2011,17021,1.074150154
2011,17023,0.214407295
2011,17025,0.1
2011,17027,0.047441633
2011,17029,6.626966553
2011,17031,3.519190304
2011,17033,0.023238768
2011,17035,2.784576413
2011,17037,2.570082874
2011,17039,3.046450356
2011,17041,2.776709992
2011,17043,4.254422333
2011,17045,0.113376798
2011,17047,8.383374384
2011,17049,2.521310714
2011,17051,3.574920111
2011,17053,0.06111209
2011,17055,0.291511775
2011,17057,2.359422414
2011,17059,5.656107842
2011,17061,6.442119344
2011,17063,0.040410934
2011,17065,0.01306151
2011,17067,2.886532042
2011,17069,3.774441663
2011,17071,4.185258538
2011,17073,0.570371354
2011,17075,4.542870039
2011,17077,0.1
2011,17079,2.507734538
2011,17081,4.878544398
2011,17083,1.447530472
2011,17085,0.027400284
2011,17087,4.227501426
2011,17089,0.1
2011,17091,4.457224416
2011,17093,2.534113961
2011,17095,3.136578363
2011,17097,2.735187343
2011,17099,6.679829503
2011,17101,5.802734936
2011,17103,7.78692065
2011,17105,4.314644915
2011,17107,2.458564089
2011,17109,4.044844174
2011,17111,2.184891765
2011,17113,3.015049476
2011,17115,0.05578186
2011,17117,0.074394789
2011,17119,0.126040121
2011,17121,6.817953935
2011,17123,3.674131376
2011,17125,7.624084948
2011,17127,6.629226883
2011,17129,5.040200229
2011,17131,1.385333823
2011,17133,5.322860128
2011,17135,0.558076165
2011,17137,2.975985525
2011,17139,0.16383222
2011,17141,4.877266976
2011,17143,1.984591581
2011,17145,0.1
2011,17147,0.915781985
2011,17149,3.723541348
2011,17151,0.455070439
2011,17153,3.522975921
2011,17155,0.658692636
2011,17157,0.036405647
2011,17159,6.539494476
2011,17161,0.103756595
2011,17163,0.397209231
2011,17165,3.545411582
2011,17167,0.883874432
2011,17169,2.748462462
2011,17171,5.66541822
2011,17173,0.827452531
2011,17175,2.120269653
2011,17177,0.1
2011,17179,0.1
2011,17181,8.236272587
2011,17183,0.671447937
2011,17185,4.426940705
2011,17187,2.018262478
2011,17189,0.610955315
2011,17191,0.617356164
2011,17193,6.487922146
2011,17195,1.015297445
2011,17197,3.825021762
2011,17199,6.707510428
2011,17201,0.1
2011,17203,0.026109744
2011,18001,5.937532837
2011,18003,3.286225677
2011,18005,3.123950627
2011,18007,2.275151769
2011,18009,5.542980257
2011,18011,4.742842984
2011,18013,0.056639983
2011,18015,2.225493361
2011,18017,6.055745215
2011,18019,6.207568909
2011,18021,5.887481831
2011,18023,0.1
2011,18027,2.351402414
2011,18029,2.96661399
2011,18031,7.758576048
2011,18033,3.644996081
2011,18035,2.62949635
2011,18037,6.868524403
2011,18039,6.447879739
2011,18041,0.648730319
2011,18043,2.019130645
2011,18045,0.062291539
2011,18047,7.465638211
2011,18049,6.45744515
2011,18051,5.526236387
2011,18053,5.095444831
2011,18055,7.795902949
2011,18057,2.411965594
2011,18059,3.96809359
2011,18061,5.25297073
2011,18063,0.723680351
2011,18065,3.360937926
2011,18067,3.818191606
2011,18069,1.858982981
2011,18071,1.459459747
2011,18073,0.107493708
2011,18075,2.513803397
2011,18077,2.026300595
2011,18079,6.331933917
2011,18081,7.921359136
2011,18083,2.641415867
2011,18085,0.037773789
2011,18087,0.041952839
2011,18089,3.435119209
2011,18091,1.660129346
2011,18093,0.130058036
2011,18095,2.488044164
2011,18097,3.74567992
2011,18099,8.993925285
2011,18101,4.447467572
2011,18103,0.535431126
2011,18105,4.936706933
2011,18107,0.1
2011,18109,2.959527412
2011,18111,7.347453377
2011,18113,6.707456322
2011,18115,3.52790862
2011,18117,2.920862551
2011,18119,0.528505814
2011,18121,1.068108921
2011,18123,0.1
2011,18125,2.828867014
2011,18127,8.062897388
2011,18129,0.1
2011,18131,5.295354143
2011,18133,2.77461313
2011,18135,8.143760366
2011,18137,0.1
2011,18139,5.86560798
2011,18141,1.087940013
2011,18143,3.081892265
2011,18145,1.204005305
2011,18147,3.552368677
