year,id,PAR
2016,17001,0.665074885
2016,17003,0.335859402
2016,17005,0.076747286
2016,17007,0.458264762
2016,17009,0.1
2016,17011,4.161495209
2016,17013,3.382768877
2016,17015,0.1
2016,17017,3.392404963
2016,17019,0.182078734
2016,17021,1.074916108
2016,17023,0.219038226
2016,17025,0.1
2016,17027,0.047460426
2016,17029,6.639110813
2016,17031,3.528857268
2016,17033,0.0234004
2016,17035,2.786471411
2016,17037,2.57441164
2016,17039,3.050115179
2016,17041,2.778025625
2016,17043,4.257163421
2016,17045,0.113790295
2016,17047,8.389011968
2016,17049,2.518729664
2016,17051,3.577427596
2016,17053,0.061137893
2016,17055,0.295271672
2016,17057,2.380481586
2016,17059,5.651733185
2016,17061,6.461238408
2016,17063,0.041261739
2016,17065,0.013057502
2016,17067,2.88735912
2016,17069,3.782215461
2016,17071,4.181795519
2016,17073,0.583930388
2016,17075,4.537028312
2016,17077,0.1
2016,17079,2.539449326
2016,17081,4.879110397
2016,17083,1.448878456
2016,17085,0.027356356
2016,17087,4.233495078
2016,17089,0.1
2016,17091,4.46722268
2016,17093,2.538195929
2016,17095,3.146654057
2016,17097,2.735811145
2016,17099,6.684903451
2016,17101,5.803841635
2016,17103,7.788689738
2016,17105,4.314062277
2016,17107,2.457078553
2016,17109,4.045596389
2016,17111,2.192425293
2016,17113,3.023973001
2016,17115,0.054598201
2016,17117,0.074920523
2016,17119,0.125898742
2016,17121,6.830612953
2016,17123,3.67177155
2016,17125,7.640306956
2016,17127,6.63663283
2016,17129,5.041646946
2016,17131,1.387797844
2016,17133,5.339356092
2016,17135,0.561664724
2016,17137,2.986166571
2016,17139,0.164770738
2016,17141,4.884048036
2016,17143,1.997837013
2016,17145,0.1
2016,17147,0.917250055
2016,17149,3.728247143
2016,17151,0.455255502
2016,17153,3.528986387
2016,17155,0.671035659
2016,17157,0.036579246
2016,17159,6.545345987
2016,17161,0.105388425
2016,17163,0.414856443
2016,17165,3.556247111
2016,17167,0.888933328
2016,17169,2.753362007
2016,17171,5.661913985
2016,17173,0.836106466
2016,17175,2.130738413
2016,17177,0.1
2016,17179,0.1
2016,17181,8.265176068
2016,17183,0.67894075
2016,17185,4.425567372
2016,17187,2.01932792
2016,17189,0.629027577
2016,17191,0.619252968
2016,17193,6.499045207
2016,17195,1.0190569
2016,17197,3.827213117
2016,17199,6.717405284
2016,17201,0.1
2016,17203,0.026776206
2016,18001,5.952608469
2016,18003,3.304981766
2016,18005,3.143535463
2016,18007,2.292253683
2016,18009,5.60635669
2016,18011,4.751337747
2016,18013,0.056661314
2016,18015,2.227380087
2016,18017,6.050681171
2016,18019,6.21389311
2016,18021,5.898043193
2016,18023,0.1
2016,18025,2.349009692
2016,18027,2.971738668
2016,18029,7.757161429
2016,18031,3.653512739
2016,18033,2.63720416
2016,18035,6.867403842
2016,18037,6.455970917
2016,18039,0.654960449
2016,18041,2.026940978
2016,18043,0.062301231
2016,18045,7.460384528
2016,18047,6.46667657
2016,18049,5.526205165
2016,18051,5.098434555
2016,18053,7.800992944
2016,18055,2.435287156
2016,18057,3.969322345
2016,18059,5.253113383
2016,18061,0.724424883
2016,18063,3.354242396
2016,18065,3.819679271
2016,18067,1.865517127
2016,18069,1.471377786
2016,18071,0.107703572
2016,18073,2.508017549
2016,18075,2.027418998
2016,18077,6.34151869
2016,18079,7.927086299
2016,18081,2.643235015
2016,18083,0.037508041
2016,18085,0.041861458
2016,18087,3.519031914
2016,18089,1.676499427
2016,18091,0.129873881
2016,18093,2.502044008
2016,18095,3.752575364
2016,18097,9.017301048
2016,18099,4.501014029
2016,18101,0.537530029
2016,18103,4.943910256
2016,18105,0.1
2016,18107,2.966170637
2016,18109,7.352192781
2016,18111,6.721710264
2016,18113,3.527279909
2016,18115,2.919192747
2016,18117,0.548448996
2016,18119,1.078537615
2016,18121,0.1
2016,18123,2.835861976
2016,18125,8.073440316
2016,18127,0.1
2016,18129,5.290542234
2016,18131,2.791524591
2016,18133,8.139955091
2016,18135,0.1
2016,18137,5.861832413
2016,18139,1.097214895
2016,18141,3.086208177
2016,18143,1.207088271
2016,18145,3.559549709
2016,18147,7.545809103
2016,18149,4.123568855
2016,18151,0.907913991
2016,18153,0.959398913
2016,18155,0.256923762
2016,18157,0.1
2016,18159,4.801332876
2016,18161,0.167996824
2016,18163,2.589797603
2016,18165,0.063317793
2016,18167,7.723352989
2016,18169,1.499617119
2016,18171,0.1
2016,18173,2.245984457
2016,18175,0.97204868
2016,18177,1.556816294
2016,18179,4.554722487
2016,18181,3.316890237
2016,18183,0.153096453
2016,19001,0.042548016
2016,19003,1.140701986
2016,19005,4.313460418
2016,19007,5.257033512
2016,19009,0.19979793
2016,19011,0.039066263
2016,19013,0.257111165
2016,19015,0.023294177
2016,19017,0.065097342
2016,19019,2.980369198
2016,19021,7.17284804
2016,19023,4.625602982
2016,19025,3.888300189
2016,19027,3.927386742
2016,19029,0.1
2016,19031,0.032830364
2016,19033,6.682269883
2016,19035,0.204954005
2016,19037,0.083114635
2016,19039,5.047901258
2016,19041,0.139461879
2016,19043,0.072998871
2016,19045,0.1
2016,19047,0.608438949
2016,19049,5.980773938
2016,19051,0.066619563
2016,19053,0.4271333
2016,19055,0.080529908
2016,19057,4.022557835
2016,19059,3.263637279
2016,19061,0.687878317
2016,19063,0.025363196
2016,19065,5.494317762
2016,19067,2.263946588
2016,19069,5.173081934
2016,19071,3.322681393
2016,19073,5.172200323
2016,19075,3.48021306
2016,19077,1.625717394
2016,19079,0.076244681
2016,19081,7.654418953
2016,19083,0.1
2016,19085,2.534755887
2016,19087,0.1
2016,19089,0.050220373
2016,19091,0.02517553
2016,19093,1.696592837
2016,19095,1.165784614
2016,19097,2.429860246
2016,19099,5.682946063
2016,19101,4.924912123
2016,19103,1.076165937
2016,19105,8.300847664
2016,19107,7.431607825
2016,19109,4.749202911
2016,19111,4.772122573
2016,19113,7.518521293
2016,19115,2.891525982
2016,19117,4.407835836
2016,19119,7.193234636
2016,19121,0.329498101
2016,19123,7.67524212
2016,19125,0.865605544
2016,19127,2.257722359
2016,19129,0.1
2016,19131,1.60262959
2016,19133,4.328787394
2016,19135,0.1
2016,19137,6.070709429
2016,19139,0.1
2016,19141,7.312210344
2016,19143,6.056414358
2016,19145,2.55224054
2016,19147,1.159372219
2016,19149,0.469091287
2016,19151,8.27999832
2016,19153,4.373321282
2016,19155,7.308138402
2016,19157,3.219300962
2016,19159,6.976892974
2016,19161,8.696459465
2016,19163,2.414450142
2016,19165,7.991931959
2016,19167,0.052901533
2016,19169,0.784069522
2016,19171,1.702388625
2016,19173,5.751314223
2016,19175,4.146412839
2016,19177,2.172939223
2016,19179,2.361811518
2016,19181,1.050519814
2016,19183,1.911650263
2016,19185,2.856213693
2016,19187,2.976130504
2016,19189,3.622772971
2016,19191,7.148357809
2016,19193,5.330935487
2016,19195,0.143802849
2016,19197,5.525991281
2016,27001,7.546207549
2016,27003,3.629179245
2016,27005,1.864718135
2016,27007,6.877403256
2016,27009,5.079343408
2016,27011,0.486948791
2016,27013,6.511390129
2016,27015,2.503885306
2016,27017,6.437376085
2016,27019,7.100736879
2016,27021,0.00542332
2016,27023,2.708544979
2016,27025,7.418390562
2016,27027,1.783739933
2016,27029,4.921376719
2016,27033,5.486036682
2016,27035,7.214158132
2016,27037,4.147437919
2016,27039,0.828126696
2016,27041,8.685271542
2016,27043,0.395645073
2016,27045,4.727341128
2016,27047,1.653931773
2016,27049,1.497625454
2016,27051,0.040604968
2016,27053,2.858071814
2016,27055,0.1
2016,27057,3.467144222
2016,27059,0.461300879
2016,27061,0.1
2016,27063,0.714690088
2016,27065,3.766671092
2016,27067,1.797931127
2016,27069,0.094357201
2016,27071,4.459037341
2016,27073,1.394724204
2016,27075,5.659301593
2016,27077,2.401739374
2016,27079,5.396607784
2016,27081,2.143083988
2016,27083,4.581036517
2016,27085,6.296723425
2016,27087,7.745584633
2016,27089,1.884313948
2016,27091,0.1
2016,27093,0.238731897
2016,27095,0.629149135
2016,27097,0.260013527
2016,27099,7.918981944
2016,27101,3.862453412
2016,27103,1.032542955
2016,27105,2.872342146
2016,27107,0.06971675
2016,27109,5.661635222
2016,27111,0.1
2016,27113,6.489654959
2016,27115,4.265386575
2016,27117,1.652041401
2016,27119,0.1
2016,27121,3.330134198
2016,27123,2.221979216
2016,27125,7.188942852
2016,27127,6.118671404
2016,27129,4.201245428
2016,27131,0.032856379
2016,27133,0.565790691
2016,27135,3.629096794
2016,27139,3.530646771
2016,27141,0.064342388
2016,27143,1.104385842
2016,27145,2.782171398
2016,27147,0.367107412
2016,27149,0.1
2016,27151,0.144358811
2016,27153,0.171152842
2016,27155,6.689000896
2016,27157,0.039097957
2016,27159,6.254321926
2016,27161,3.517028095
2016,27163,3.057056665
2016,27165,1.489961652
2016,27167,4.660866793
2016,27169,1.117370916
2016,27171,0.890194635
2016,27173,6.565334927
2016,31001,2.722676136
2016,31003,0.059755911
2016,31005,0.145266272
2016,31007,2.74718155
2016,31009,0.03167627
2016,31011,4.172381802
2016,31013,0.38467356
2016,31015,0.299648741
2016,31017,4.596786194
2016,31019,0.1
2016,31021,1.957768062
2016,31023,2.076520093
2016,31025,1.543544972
2016,31027,4.347248414
2016,31029,4.505885188
2016,31031,0.970550553
2016,31033,5.543122036
2016,31035,2.693946118
2016,31037,1.707039418
2016,31039,2.151801752
2016,31041,4.47006414
2016,31043,0.371888989
2016,31045,5.226078061
2016,31047,3.241531816
2016,31049,7.046464495
2016,31051,5.886065238
2016,31053,3.817822735
2016,31055,0.570488599
2016,31057,1.43047233
2016,31059,5.865275234
2016,31061,0.157923285
2016,31063,0.1
2016,31065,1.189820736
2016,31067,0.083437368
2016,31069,0.1
2016,31071,4.688265115
2016,31073,1.044586281
2016,31077,0.665425607
2016,31079,3.413084232
2016,31081,5.557704911
2016,31083,3.146915901
2016,31085,1.982168111
2016,31087,1.573172284
2016,31089,1.566051017
2016,31091,3.705176706
2016,31093,4.677661029
2016,31095,3.335032851
2016,31097,0.555272141
2016,31099,7.249220723
2016,31101,7.079715074
2016,31103,0.01216396
2016,31105,4.853771829
2016,31107,1.837572869
2016,31109,5.866953351
2016,31111,7.143291707
2016,31113,3.019236319
2016,31115,7.120033816
2016,31117,0.856908285
2016,31119,2.608171034
2016,31121,1.845832079
2016,31123,3.261489674
2016,31125,0.029320442
2016,31127,4.376884479
2016,31129,3.778953564
2016,31131,1.002229396
2016,31133,0.1
2016,31135,0.015668334
2016,31137,0.096972895
2016,31139,0.02405918
2016,31141,2.249491829
2016,31143,5.699842323
2016,31145,2.22607769
2016,31147,2.992783456
2016,31149,5.220806172
2016,31151,0.067269418
2016,31153,2.162224307
2016,31155,1.675043476
2016,31157,0.1
2016,31159,2.745501845
2016,31161,3.867330618
2016,31163,0.24379115
2016,31165,0.033830414
2016,31167,1.850757375
2016,31169,0.205815072
2016,31171,8.691049433
2016,31173,9.025615789
2016,31175,0.334855378
2016,31177,5.790104043
2016,31179,6.465618769
2016,31181,0.34812369
2016,31183,2.313517918
2016,31185,0.236802448
